customer_id,birth_year,annual_income,num_children,num_teenagers,signup_date,days_since_last_purchase,has_recent_complaint,spend_wine,spend_fruits,spend_meat,spend_fish,spend_sweets,spend_gold,num_discount_purchases,num_web_purchases,num_catalog_purchases,num_store_purchases,web_visits_last_month,accepted_campaign_1,accepted_campaign_2,accepted_campaign_3,accepted_campaign_4,accepted_campaign_5,accepted_last_campaign,marital_status_Absurd,marital_status_Alone,marital_status_Divorced,marital_status_Married,marital_status_Single,marital_status_Together,marital_status_Widow,marital_status_YOLO,education_level_encoded
8180,1952,59354.0,1,1,15-11-2013,53,0,233,2,53,3.0,5,14.0,3,6,1,5,6,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
2569,1987,17323.0,0,0,10/10/2012,38,0,3,14,17,6.0,1,5.0,1,1,0,3,8,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
2114,1946,82800.0,0,0,24-11-2012,23,0,1006,22,115,59.0,68,45.0,1,7,6,12,3,1,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
9736,1980,41850.0,1,1,24-12-2012,51,0,53,5,19,2.0,13,4.0,3,3,0,3,8,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
4939,1946,37760.0,0,0,31-08-2012,20,0,84,5,38,120.5,12,28.0,2,4,1,6,7,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
6565,1949,76995.0,0,1,28-03-2013,91,0,1012,80,498,0.0,16,126.5,2,11,4,9,5,1,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
2278,1985,33812.0,1,0,3/11/2012,86,0,4,17,19,30.0,24,39.0,2,2,1,3,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
9360,1982,37040.0,0,0,8/8/2012,41,0,86,2,73,69.0,38,48.0,1,4,2,5,8,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
5376,1979,2447.0,1,0,6/1/2013,42,0,1,1,556,1.0,1,1.0,15,0,28,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
1993,1949,58607.0,0,1,23-12-2012,63,0,867,0,86,0.0,0,19.0,3,2,3,9,8,0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
4047,1954,65324.0,0,1,11/1/2014,0,0,384,0,102,21.0,32,5.0,3,6,2,9,4,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
1409,1951,40689.0,0,0,18-03-2013,69,0,270,3,27,39.0,6,99.0,7,7,1,5,8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
7892,1969,18589.0,0,0,2/1/2013,89,0,6,4,25,15.0,12,13.0,2,2,1,3,7,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
2404,1976,53359.0,1,1,27-05-2013,4,0,173,4,30,3.0,6,41.0,4,5,1,4,7,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
5255,1986,51411.0,1,0,20-02-2013,19,0,5,1,3,3.0,81,126.5,0,27,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
9422,1989,38360.0,1,0,31-05-2013,26,0,36,2,42,20.0,21,10.0,2,2,1,4,3,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
1966,1965,84618.0,0,0,22-11-2013,96,0,684,81,556,21.0,66,0.0,1,6,9,10,2,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
6864,1989,10979.0,0,0,22-05-2014,34,0,8,4,10,2.0,2,4.0,2,3,0,3,5,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
3033,1963,38620.0,0,0,11/5/2013,56,0,112,17,44,34.0,22,89.0,1,2,5,3,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
5710,1970,40548.0,0,1,10/10/2012,31,0,110,0,5,2.0,0,3.0,2,2,1,4,5,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
7373,1952,46610.0,0,2,29-10-2012,8,0,96,12,96,33.0,22,43.0,6,4,1,6,6,0,0,0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
8755,1946,68657.0,0,0,20-02-2013,4,0,482,34,471,119.0,68,22.0,1,3,5,9,7,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
10738,1951,49389.0,1,1,29-08-2013,55,0,40,0,19,2.0,1,3.0,1,2,0,3,7,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
4339,1970,67353.0,0,1,31-12-2013,37,0,702,17,151,0.0,8,35.0,5,5,6,12,2,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
10755,1976,23718.0,1,0,2/9/2013,76,0,6,3,14,15.0,7,36.0,3,3,1,2,7,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8595,1973,42429.0,0,1,11/2/2014,99,0,55,0,6,2.0,0,4.0,2,1,1,3,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
2968,1943,48948.0,0,0,1/2/2013,53,0,437,8,206,120.5,49,42.0,2,7,10,5,6,0,0,1,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
8601,1980,80011.0,0,1,29-04-2013,3,0,421,76,536,82.0,81,102.0,2,8,6,5,4,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
503,1985,20559.0,1,0,12/3/2013,88,0,13,1,29,3.0,0,7.0,2,2,0,3,8,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
8430,1957,21994.0,0,1,24-12-2012,4,0,9,0,6,3.0,1,3.0,1,0,0,3,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
7281,1959,51411.0,0,0,5/11/2013,80,0,81,11,50,3.0,2,39.0,1,1,3,4,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
2139,1975,7500.0,1,0,2/10/2013,19,0,3,1,10,3.0,2,12.0,3,2,0,3,5,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
1371,1976,79941.0,0,0,28-06-2014,72,0,123,81,266,120.5,30,126.5,1,2,4,9,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
9909,1996,7500.0,0,0,9/11/2012,24,0,3,18,14,15.0,22,50.0,3,3,1,3,9,0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
7286,1968,41728.0,1,0,24-05-2013,92,0,13,6,15,3.0,5,13.0,1,2,0,2,10,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
7244,1951,51411.0,2,1,1/1/2014,96,0,48,5,48,6.0,10,7.0,3,2,1,4,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
6566,1954,72550.0,1,1,8/11/2012,39,0,826,50,317,50.0,38,38.0,9,5,2,12,8,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
8614,1957,65486.0,0,1,12/5/2014,29,0,245,19,125,37.0,67,14.0,1,4,2,10,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
4114,1964,79143.0,0,0,11/8/2012,2,0,650,37,556,27.0,81,32.0,1,6,9,13,3,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
1331,1977,35790.0,1,0,2/1/2013,54,0,12,6,20,30.0,1,3.0,2,2,0,3,7,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
2225,1977,82582.0,0,0,7/6/2014,54,0,510,81,550,120.5,40,126.5,1,4,9,7,1,1,0,1,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
9381,1978,66373.0,1,1,12/6/2013,57,0,328,9,124,12.0,24,109.0,7,4,2,10,3,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
6260,1955,82384.0,0,0,19-11-2012,55,0,984,51,432,120.5,81,126.5,1,3,10,13,1,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
10383,1966,70287.0,0,0,2/4/2013,30,0,295,35,482,120.5,81,40.0,1,5,5,10,3,0,0,0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
7437,1988,27938.0,1,0,28-04-2014,31,0,13,0,8,2.0,1,5.0,1,1,0,4,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
8557,1982,51411.0,1,0,17-06-2013,57,0,11,3,22,2.0,2,6.0,2,2,0,3,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
8375,1968,55954.0,0,1,3/3/2014,63,0,447,0,28,0.0,0,43.0,3,8,2,6,7,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
6853,1982,75777.0,0,0,4/7/2013,12,0,712,26,538,69.0,13,80.0,1,3,6,11,1,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
3076,1975,66653.0,1,1,7/9/2012,18,0,452,18,102,16.0,18,6.0,4,4,2,12,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
1012,1952,61823.0,0,1,18-02-2013,26,0,523,7,134,37.0,14,126.5,4,8,2,10,7,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
6518,1951,67680.0,0,1,11/6/2013,8,0,546,0,48,0.0,6,6.0,1,7,3,8,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0
4137,1948,70666.0,0,0,6/12/2013,29,0,398,40,367,119.0,81,30.0,1,7,4,4,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
8082,1971,25721.0,1,0,21-05-2013,75,0,1,3,6,3.0,6,15.0,1,1,1,2,7,0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
1386,1967,32474.0,1,1,11/5/2014,0,0,10,0,1,0.0,0,0.0,1,1,0,2,7,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
9369,1979,88194.0,0,1,19-03-2014,19,0,688,14,309,120.5,24,38.0,1,11,10,10,5,1,0,1,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4477,1958,69096.0,0,1,27-09-2013,4,0,247,49,159,7.0,81,109.0,1,5,2,10,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
1357,1970,74854.0,1,2,8/4/2013,90,0,856,59,487,58.0,29,73.0,7,2,5,5,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
1402,1954,66991.0,0,0,11/9/2012,1,0,496,36,460,120.5,60,12.0,3,4,8,6,3,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
10629,1973,51411.0,1,0,14-09-2012,25,0,25,3,43,17.0,4,17.0,3,3,0,3,8,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6312,1959,65031.0,0,1,17-03-2013,29,0,258,81,291,84.0,37,86.0,4,10,3,13,7,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
8132,1975,60631.0,1,1,5/4/2013,88,0,565,6,65,0.0,6,19.0,5,9,2,8,7,0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
1050,1952,28332.0,0,0,30-04-2014,58,0,14,10,13,4.0,15,9.0,1,2,1,4,2,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
5846,1977,40246.0,1,0,19-12-2012,68,0,2,1,6,2.0,1,1.0,1,1,0,2,6,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
1859,1972,75251.0,0,0,27-08-2012,34,0,721,81,556,97.0,18,18.0,1,7,6,5,5,0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
7503,1976,75825.0,0,0,12/10/2012,40,0,1032,81,556,120.5,81,51.0,0,5,8,9,4,0,0,1,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
10401,1976,26326.0,0,0,4/9/2013,12,1,1,0,5,0.0,3,9.0,1,0,0,3,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1618,1965,56046.0,0,0,2/1/2013,9,0,577,0,64,0.0,0,51.0,2,10,1,8,8,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
3332,1985,29760.0,1,0,29-08-2012,87,0,64,4,68,7.0,5,17.0,4,3,1,4,8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
2261,1969,26304.0,1,0,23-06-2013,5,0,4,1,5,2.0,0,4.0,1,1,0,2,7,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
5346,1973,23559.0,1,0,3/7/2013,87,0,25,5,19,7.0,0,23.0,3,3,0,3,7,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
4119,1963,38620.0,0,0,11/5/2013,56,0,112,17,44,34.0,22,89.0,1,2,5,3,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
535,1987,81361.0,0,0,25-02-2014,18,0,163,23,424,27.0,65,76.0,1,3,10,13,1,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
5268,1960,29440.0,1,1,11/8/2013,95,0,17,8,14,10.0,4,3.0,2,1,0,4,7,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
273,1970,36138.0,1,1,16-07-2013,48,0,130,0,16,0.0,0,5.0,5,3,1,4,7,0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
4452,1957,50388.0,0,1,28-05-2014,3,0,292,6,37,0.0,3,34.0,4,6,1,6,7,1,0,0,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
8504,1973,79593.0,0,0,12/5/2014,70,0,350,60,556,110.0,81,126.5,1,5,6,7,2,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
771,1967,54178.0,0,1,21-01-2014,79,0,135,9,39,4.0,0,7.0,1,2,2,5,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
8996,1957,51411.0,2,1,19-11-2012,4,0,230,42,192,49.0,37,53.0,12,7,2,8,9,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
9235,1957,51411.0,1,1,27-05-2014,45,0,7,0,8,2.0,0,1.0,1,1,0,2,7,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
5798,1973,51411.0,0,0,23-11-2013,87,0,445,37,359,98.0,28,18.0,1,2,4,8,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
11178,1972,42394.0,1,0,23-03-2014,69,0,15,2,10,0.0,1,4.0,1,1,0,3,7,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
2230,1970,23626.0,1,0,24-05-2014,84,0,27,2,14,0.0,0,0.0,3,3,1,3,5,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
7516,1983,30096.0,1,0,22-05-2014,30,0,5,3,11,12.0,5,9.0,1,2,0,3,6,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
7247,1960,47916.0,0,1,22-11-2012,72,0,505,0,26,0.0,0,75.0,5,7,4,6,6,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
11100,1972,51813.0,1,1,11/4/2013,37,0,51,2,7,0.0,1,2.0,2,2,0,3,7,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
4646,1951,78497.0,0,0,1/12/2013,44,0,207,26,447,75.0,0,126.5,1,5,7,12,2,1,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3037,1983,50150.0,0,0,20-06-2013,32,0,135,46,92,65.0,61,11.0,2,5,2,7,5,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
1473,1960,47823.0,0,1,23-07-2013,0,0,53,1,5,2.0,1,10.0,2,2,0,3,8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1016,1959,34554.0,0,1,30-03-2014,43,0,41,1,6,2.0,0,5.0,2,2,0,3,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
4518,1979,85693.0,0,1,20-04-2013,59,0,386,81,183,120.5,81,111.0,2,9,5,11,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
9370,1945,65846.0,0,0,17-05-2013,68,0,562,81,276,80.0,40,81.0,1,6,3,6,4,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
8908,1959,87195.0,0,0,8/5/2014,35,0,217,76,556,50.0,26,38.0,1,3,11,5,1,0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
8373,1979,24594.0,1,0,10/12/2013,94,0,1,3,6,10.0,0,9.0,1,1,0,3,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7533,1964,49096.0,1,1,24-09-2013,15,0,144,1,32,2.0,1,7.0,4,4,1,4,7,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
2683,1969,52413.0,0,2,2/2/2013,56,0,295,81,271,75.0,81,65.0,4,6,4,12,6,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
3629,1978,38557.0,1,0,19-12-2012,17,0,76,3,31,4.0,4,27.0,2,3,1,3,7,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
10991,1960,51411.0,0,0,7/12/2012,18,0,454,81,106,31.0,22,43.0,1,5,4,4,2,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
5077,1979,77298.0,0,1,2/11/2013,46,0,425,81,292,23.0,35,79.0,1,6,6,11,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
7431,1991,68126.0,0,0,10/11/2012,40,0,1225,17,311,23.0,51,86.0,1,7,4,5,9,0,0,0,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
3267,1963,57288.0,0,1,25-06-2014,27,0,527,0,21,0.0,0,60.0,3,8,1,8,6,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
999,1991,86037.0,0,0,2/1/2013,95,0,490,44,125,29.0,20,22.0,1,6,7,11,3,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
9215,1980,43974.0,1,0,12/12/2012,19,0,378,0,101,0.0,0,72.0,5,6,4,6,7,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
2286,1962,50785.0,1,1,10/9/2013,27,0,64,1,21,0.0,1,27.0,2,2,1,3,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
1592,1970,90765.0,0,0,24-01-2014,25,0,547,81,556,120.5,81,33.0,0,4,6,5,1,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
367,1978,36550.0,1,0,19-02-2013,74,0,47,81,94,120.5,81,120.0,5,9,1,5,9,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5234,1967,30753.0,1,1,11/7/2013,85,0,12,5,25,0.0,9,30.0,2,1,1,3,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
9862,1969,21918.0,1,0,14-11-2013,37,0,1,6,7,11.0,5,3.0,2,2,0,3,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
9805,1953,56129.0,0,1,20-06-2013,65,0,320,48,133,39.0,72,48.0,4,6,2,10,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
6205,1967,32557.0,1,0,24-02-2014,13,0,34,3,29,0.0,4,10.0,3,2,1,3,5,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
8442,1985,19510.0,2,0,4/9/2013,63,0,9,0,7,3.0,4,7.0,2,1,0,3,7,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
7386,1976,30992.0,1,0,22-04-2013,83,0,17,0,14,7.0,3,2.0,1,1,0,3,7,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
7215,1983,101970.0,0,0,12/3/2013,69,0,722,27,102,44.0,72,126.5,0,6,8,13,2,1,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
1491,1965,71488.0,0,0,18-02-2013,87,0,162,33,124,40.0,28,126.5,2,3,4,7,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
11071,1984,79607.0,0,0,21-04-2013,37,0,450,81,556,120.5,0,126.5,1,3,6,6,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
3381,1953,54348.0,1,1,8/6/2014,51,0,70,0,16,0.0,0,4.0,2,2,0,4,6,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
8268,1961,51411.0,0,1,11/7/2013,23,0,352,0,27,10.0,0,15.0,3,6,1,7,6,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
11051,1956,77376.0,1,1,10/5/2014,72,0,492,19,110,16.0,12,12.0,4,6,3,10,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
8026,1952,62998.0,0,1,30-09-2013,10,0,120,58,73,65.0,81,58.0,5,5,4,5,5,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
433,1958,61331.0,1,1,10/3/2013,42,0,534,5,47,0.0,5,41.0,5,11,1,6,8,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
9597,1969,73448.0,0,0,10/2/2014,10,0,236,81,189,23.0,41,126.5,1,7,2,9,4,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
1295,1963,51411.0,0,1,11/8/2013,96,0,231,65,196,38.0,71,124.0,1,6,5,7,4,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
